Pipeline,Cores_Per_Subject,Simultaneous_Subjects,Number_of_Subjects,Start_Time,End_Time,Elapsed_Time_(minutes),Status
analysis,1,1,1,2017-09-26_21:04:03,2017-09-27_00:58:17,234,Complete
